category,subcategory,image_name,title,description,rating,price,local_path,source_page,source_image,sha256
apparel,mens,2000000057827-61-01_pc-a72036e68a.webp,US Open Lisle Locker Grid Print Men's Golf Polo Shirt,Product image for US Open Lisle Locker Grid Print Men's Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/mens/2000000057827-61-01_pc-a72036e68a.webp,https://www.pgatoursuperstore.com/golf/mens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000057827-61-01_pc?$medium$&fmt=auto,a72036e68a00a14729cf215b0367d29302b64d8d32b388109cfee49048d6d7c1
apparel,mens,2000000054599-59-01_pc-1e29822ee4.webp,Dri-Fit Men's Good Floral Golf Polo Shirt,Product image for Dri-Fit Men's Good Floral Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/mens/2000000054599-59-01_pc-1e29822ee4.webp,https://www.pgatoursuperstore.com/golf/mens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054599-59-01_pc?$medium$&fmt=auto,1e29822ee45ee8a6b41c6064eefad531a905003ec180b996df140d4c79f726bd
apparel,womens,2000000045603-1109-01_pc-aa571058bd.webp,Moveknit Zip 2.0 Women's Sleeveless Golf Dress,Product image for Moveknit Zip 2.0 Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000045603-1109-01_pc-aa571058bd.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000045603-1109-01_pc?$medium$&fmt=auto,aa571058bdd3ee80fd693e38332f8ea77ac89eda3860121bc0ec84d949a89b08
apparel,womens,2000000061542-92-01_pc-06879bc1b3.webp,Tamara Women's Golf Skirt,Product image for Tamara Women's Golf Skirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000061542-92-01_pc-06879bc1b3.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000061542-92-01_pc?$medium$&fmt=auto,06879bc1b3544b6d1549ac0b4ec2a053e691754b65a81f8a5eb765dde1856ad7
apparel,womens,2000000054735-38-01_pc-0519493e6b.webp,Moveknit Zip 2.0 Women's Sleeveless Golf Dress,Product image for Moveknit Zip 2.0 Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000054735-38-01_pc-0519493e6b.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054735-38-01_pc?$medium$&fmt=auto,0519493e6b8cab4f8cbab24a71edc70a0da35ae1326b679ad1b4d2ce27a922ee
apparel,womens,2000000057652-57-01_pc-c89d23fa93.webp,Americana Printed Performance Quarter Zip Women's Golf Dress,Product image for Americana Printed Performance Quarter Zip Women's Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000057652-57-01_pc-c89d23fa93.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000057652-57-01_pc?$medium$&fmt=auto,c89d23fa9353a0e50be438d43cee2fa26f14553d91addee9c4e99bb4ba810c8e
apparel,womens,2000000057230-72-01_pc-427d47ae5a.webp,Night Bloom Women's Sleeveless Golf Dress,Product image for Night Bloom Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000057230-72-01_pc-427d47ae5a.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000057230-72-01_pc?$medium$&fmt=auto,427d47ae5a8210e826a6cc9c43b8092258873cccda82634285adeb5b87ae6a1c
apparel,womens,2000000061545-92-01_pc-2d96cc943c.webp,Oslo Women's Sleeveless Golf Shirt,Product image for Oslo Women's Sleeveless Golf Shirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000061545-92-01_pc-2d96cc943c.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000061545-92-01_pc?$medium$&fmt=auto,2d96cc943c52649f14e7ab77ba28b70a2922c6b3ea9d8fabada1ef1c388fe09e
apparel,womens,2000000054265-38-01_pc-bd6d26ccfc.webp,"Knockout A-Line Women's 16"" Golf Skort","Product image for Knockout A-Line Women's 16"" Golf Skort.",Not provided on source page,Not provided on source page,images/apparel/womens/2000000054265-38-01_pc-bd6d26ccfc.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054265-38-01_pc?$medium$&fmt=auto,bd6d26ccfc0ae66c4c9c0fe4ae5c0fd5741e525a63625cb774bcb102bed818e3
apparel,womens,2000000054743-1117-01_pc-67eea8b7c0.webp,Moveknit Zip Printed 2.0 Women's Sleeveless Golf Dress,Product image for Moveknit Zip Printed 2.0 Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000054743-1117-01_pc-67eea8b7c0.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054743-1117-01_pc?$medium$&fmt=auto,67eea8b7c0729aebb5b1ed669d1bd942769aa5ba69c070c93306651832a4a33e
apparel,womens,2000000060498-16-01_pc-314b1663cd.webp,Faux Wrap Performance Women's Sleeveless Golf Dress,Product image for Faux Wrap Performance Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000060498-16-01_pc-314b1663cd.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000060498-16-01_pc?$medium$&fmt=auto,314b1663cdf54902bf82e65ae56746f6ccb9b73999d865eb90fa898c8917d0e8
apparel,womens,2000000061527-109-01_pc-980a627551.webp,Zephyra Women's Sleeveless Golf Dress,Product image for Zephyra Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000061527-109-01_pc-980a627551.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000061527-109-01_pc?$medium$&fmt=auto,980a627551323b087093f3045a3080615c81db32970417fd448ae333403250f4
apparel,womens,2000000058131-92-01_pc-eb409966f1.webp,Frida Bow Women's Sleeveless Golf Polo Shirt,Product image for Frida Bow Women's Sleeveless Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000058131-92-01_pc-eb409966f1.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058131-92-01_pc?$medium$&fmt=auto,eb409966f1431f9f4586ae0382645a9cb9bac6080ab78231ad189b46c57765a5
apparel,womens,2000000056138-109-01_pc-7e222d5b28.webp,Gracie 2.0 Women's Sleeveless Golf Dress,Product image for Gracie 2.0 Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000056138-109-01_pc-7e222d5b28.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000056138-109-01_pc?$medium$&fmt=auto,7e222d5b28ff2686bc0e81bf8cb4f20fdc8472d2ab5febf48948cbc81df5c797
apparel,womens,2000000054666-5-01_pc-9e5350d58b.webp,"Moveknit Game Set Match 2.0 Women's 15"" Golf Skort","Product image for Moveknit Game Set Match 2.0 Women's 15"" Golf Skort.",Not provided on source page,Not provided on source page,images/apparel/womens/2000000054666-5-01_pc-9e5350d58b.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054666-5-01_pc?$medium$&fmt=auto,9e5350d58b5df195e8b086a9b47fbc40fb8ce85f0eaa110d89ca6d2d34a40f6e
apparel,womens,2000000058519-1478-01_pc-649d7c8b94.webp,Skyloft Light Women's Sleeveless Golf Polo Shirt,Product image for Skyloft Light Women's Sleeveless Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000058519-1478-01_pc-649d7c8b94.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058519-1478-01_pc?$medium$&fmt=auto,649d7c8b949b4eb94610b02f344193f76f7aef4ab4a2b1397fd7055d15364d73
apparel,womens,2000000055834-61-01_pc-ea238fcf52.webp,Francoise Eyelet Women's Sleeveless Golf Dress,Product image for Francoise Eyelet Women's Sleeveless Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000055834-61-01_pc-ea238fcf52.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000055834-61-01_pc?$medium$&fmt=auto,ea238fcf527d2d76fc3c2d18f0e562bc20286279e8782d9eb87f182bd30ae8b9
apparel,womens,2000000058130-758-01_pc-79d6e2497a.webp,Justine Women's Golf Quarter Zip,Product image for Justine Women's Golf Quarter Zip.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000058130-758-01_pc-79d6e2497a.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058130-758-01_pc?$medium$&fmt=auto,79d6e2497a26b8368fb8ce3d7c95db2a631d7e9063efa0025bc56b3d85551fa4
apparel,womens,2000000057274-677-01_pc-5172fe224b.webp,"Game Women's 16"" Golf Skort","Product image for Game Women's 16"" Golf Skort.",Not provided on source page,Not provided on source page,images/apparel/womens/2000000057274-677-01_pc-5172fe224b.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000057274-677-01_pc?$medium$&fmt=auto,5172fe224b43f0e026c44431c8ec673e5d543d73a66837ec47ec7a2855cee411
apparel,womens,2000000054804-927-01_pc-875e548c54.webp,Victory Dri-Fit Women's Short Sleeve Golf Polo Shirt,Product image for Victory Dri-Fit Women's Short Sleeve Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000054804-927-01_pc-875e548c54.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000054804-927-01_pc?$medium$&fmt=auto,875e548c546f2b4c72f8659cce656c939d9712c17fcabb7732dbee85528d576a
apparel,womens,2000000058133-115-01_pc-1318b23de4.webp,"Huxley Women's 15"" Golf Skort","Product image for Huxley Women's 15"" Golf Skort.",Not provided on source page,Not provided on source page,images/apparel/womens/2000000058133-115-01_pc-1318b23de4.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058133-115-01_pc?$medium$&fmt=auto,1318b23de470321b68308071e23d4b8179eeeb6585207eaafb18bdb14d89fb80
apparel,womens,2000000058132-115-01_pc-f7392dc2c4.webp,Jaydea Full Zip Women's Golf Jacket,Product image for Jaydea Full Zip Women's Golf Jacket.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000058132-115-01_pc-f7392dc2c4.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058132-115-01_pc?$medium$&fmt=auto,f7392dc2c489923cc5c44ede253b6019df9cd20cf1e4ff6a7f0217b44ea8692e
apparel,womens,2000000057647-92-01_pc-20d9faa978.webp,Piped Women's Sleeveless Golf Polo Shirt,Product image for Piped Women's Sleeveless Golf Polo Shirt.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000057647-92-01_pc-20d9faa978.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000057647-92-01_pc?$medium$&fmt=auto,20d9faa9785ec27c361d9c3122c49f125bd8f196953e6f0f0285b9443b60b8c5
apparel,womens,2000000060499-5-01_pc-41dd930eca.webp,Ruffle Performance Women's Golf Dress,Product image for Ruffle Performance Women's Golf Dress.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000060499-5-01_pc-41dd930eca.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000060499-5-01_pc?$medium$&fmt=auto,41dd930eca2d15ca902bc3381606b182eed41119e0896a0ae3b5d1fe66985dff
apparel,womens,2000000055431-92-01_pc-035e56e975.webp,"Pleated Women's 17"" Golf Skort","Product image for Pleated Women's 17"" Golf Skort.",Not provided on source page,Not provided on source page,images/apparel/womens/2000000055431-92-01_pc-035e56e975.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000055431-92-01_pc?$medium$&fmt=auto,035e56e975516e6ee9769edf2ed0441be2547f2e1ea2a2755344669ab1e8e5d8
apparel,womens,2000000058033-1119-01_pc-eaffbce1e9.webp,BreezeBlend Timeless Full Zip Women's Golf Jacket,Product image for BreezeBlend Timeless Full Zip Women's Golf Jacket.,Not provided on source page,Not provided on source page,images/apparel/womens/2000000058033-1119-01_pc-eaffbce1e9.webp,https://www.pgatoursuperstore.com/golf-womens-apparel/,https://cdn.media.amplience.net/i/pgatss/2000000058033-1119-01_pc?$medium$&fmt=auto,eaffbce1e9818701bbd53f40e2fb6b181393dd7244939e287933bd2f1741f72d
shoes,golf-shoes,2000000062157-01_pc-c7a99096e9.webp,Victory Tour 4 NRG Men's Spiked Golf Shoes (U.S. Open),Product image for Victory Tour 4 NRG Men's Spiked Golf Shoes (U.S. Open).,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000062157-01_pc-c7a99096e9.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000062157-01_pc?$medium$&fmt=auto,c7a99096e98203fbed0058cb404eac17adc2072bdb775b2dcf178e91e1b85b68
shoes,golf-shoes,2000000062158-01_pc-33efc86813.webp,Next% Tour 3 NRG Men's Spiked Golf Shoes (U.S. Open),Product image for Next% Tour 3 NRG Men's Spiked Golf Shoes (U.S. Open).,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000062158-01_pc-33efc86813.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000062158-01_pc?$medium$&fmt=auto,33efc868134f500ffe6c958ea23771c661f93ec8fc1aa636a8487ef000bfddbb
shoes,golf-shoes,2000000061815-1689-01_pc-dd497cac7f.webp,Todd Snyder X FootJoy - Premiere Series Marquis Men's Golf Shoes,Product image for Todd Snyder X FootJoy - Premiere Series Marquis Men's Golf Shoes.,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000061815-1689-01_pc-dd497cac7f.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000061815-1689-01_pc?$medium$&fmt=auto,dd497cac7fe20e2ed75d491236a03cf3c066978a214c7efd371ae17ad627444c
shoes,golf-shoes,2000000061814-1689-01_pc-972f590a3d.webp,Todd Snyder X FootJoy - Premiere Series Packard Men's Golf Shoes,Product image for Todd Snyder X FootJoy - Premiere Series Packard Men's Golf Shoes.,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000061814-1689-01_pc-972f590a3d.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000061814-1689-01_pc?$medium$&fmt=auto,972f590a3d25bd3cda4d47b60447a1487a2433e4e2d794905440b1eca920b4a9
shoes,golf-shoes,2000000056604-87-01_pc-bec7c35579.webp,Jordan Grind Men's Spikeless Golf Shoes,Product image for Jordan Grind Men's Spikeless Golf Shoes.,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000056604-87-01_pc-bec7c35579.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000056604-87-01_pc?$medium$&fmt=auto,bec7c355793a411e8089b1de85fa673b7f2bb861c252fa240765568e2d0d1393
shoes,golf-shoes,2000000061813-1688-01_pc-2c0615b644.webp,2026 Legends Series - Premiere Series Marquis Men's Golf Shoes,Product image for 2026 Legends Series - Premiere Series Marquis Men's Golf Shoes.,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000061813-1688-01_pc-2c0615b644.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000061813-1688-01_pc?$medium$&fmt=auto,2c0615b644d106f2b08875044858aed92edcf217fa450059070d3396bb190dd0
shoes,golf-shoes,2000000056859-83-01_pc-aa90f62468.webp,Tempo G Men's Spikeless Golf Shoes,Product image for Tempo G Men's Spikeless Golf Shoes.,Not provided on source page,Not provided on source page,images/shoes/golf-shoes/2000000056859-83-01_pc-aa90f62468.webp,https://www.pgatoursuperstore.com/golf/footwear/,https://cdn.media.amplience.net/i/pgatss/2000000056859-83-01_pc?$medium$&fmt=auto,aa90f624687ff43e995a10f900e7d492c622bf33e7c406c76feb7a0f762b3c41
